home_team,away_team,tournament,city,country,neutral,result
Brazil,Tunisia,Friendly,Paris,France,TRUE,2
Faroe Islands,Åland Islands,Island Games,Tórshavn,Faroe Islands,FALSE,2
Indonesia,United States,Friendly,Jakarta,Indonesia,FALSE,2
Bulgaria,Yugoslavia,UEFA Euro qualification,Sofia,Bulgaria,FALSE,1
England,Yugoslavia,UEFA Euro qualification,London,England,FALSE,2
Uruguay,Argentina,Copa Premio Honor Uruguayo,Montevideo,Uruguay,FALSE,2
Guernsey,Jersey,Muratti Vase,St. Peter Port,Guernsey,FALSE,0
Czechoslovakia,Hungary,Friendly,Prague,Czechoslovakia,FALSE,0
Northern Ireland,Latvia,UEFA Euro qualification,Belfast,Northern Ireland,FALSE,2
South Korea,Italy,FIFA World Cup,Puebla,Mexico,TRUE,1
Tajikistan,Myanmar,AFC Challenge Cup,Colombo,Sri Lanka,TRUE,2
Jordan,Spain,Friendly,Amman,Jordan,FALSE,1
Kenya,South Sudan,Friendly,Kigali,Rwanda,TRUE,2
Germany,Romania,Friendly,Stuttgart,Germany,FALSE,0
Ivory Coast,Burkina Faso,FIFA World Cup qualification,Abidjan,Ivory Coast,FALSE,2
Armenia,Andorra,UEFA Euro qualification,Yerevan,Armenia,FALSE,2
Latvia,Wales,Friendly,Riga,Latvia,FALSE,1
Singapore,Philippines,Friendly,Singapore,Singapore,FALSE,2
Ukraine,Poland,Friendly,Lviv,Ukraine,FALSE,2
Uganda,Djibouti,CECAFA Cup,Dar es Salaam,Tanzania,TRUE,2
Uzbekistan,Syria,AFC Asian Cup,Doha,Qatar,TRUE,0
Moldova,Poland,UEFA Euro qualification,Chișinău,Moldova,FALSE,2
Mexico,El Salvador,Friendly,Mexico City,Mexico,FALSE,2
Argentina,Paraguay,Copa Chevallier Boutell,Buenos Aires,Argentina,FALSE,1
Mauritania,Angola,African Cup of Nations qualification,Nouakchott,Mauritania,FALSE,2
Portugal,England,Friendly,Porto,Portugal,FALSE,2
Belgium,Germany,Friendly,Brussels,Belgium,FALSE,1
Spain,Argentina,Friendly,Murcia,Spain,FALSE,2
Gibraltar,Shetland,Island Games,Peel,Isle of Man,TRUE,2
Sierra Leone,São Tomé and Príncipe,FIFA World Cup qualification,Freetown,Sierra Leone,FALSE,2
Aruba,Trinidad and Tobago,Friendly,Willemstad,Netherlands Antilles,TRUE,1
Vanuatu,Tonga,Pacific Mini Games,Port Vila,Vanuatu,FALSE,2
Bulgaria,Iceland,FIFA World Cup qualification,Sofia,Bulgaria,FALSE,2
Croatia,Poland,Friendly,Rijeka,Croatia,FALSE,2
Honduras,Suriname,CONCACAF Championship,Tegucigalpa,Honduras,FALSE,0
Bermuda,Barbados,Friendly,Hamilton,Bermuda,FALSE,2
Tanzania,Niger,African Cup of Nations qualification,Dar es Salaam,Tanzania,FALSE,2
Fiji,New Caledonia,Friendly,Port Vila,Vanuatu,TRUE,0
Tanzania,Brazil,Friendly,Dar es Salaam,Tanzania,FALSE,1
Nigeria,DR Congo,Friendly,Abuja,Nigeria,FALSE,2
Ecuador,Colombia,Friendly,Guayaquil,Ecuador,FALSE,2
Austria,Czechoslovakia,Central European International Cup,Vienna,Austria,FALSE,0
Saint Lucia,Grenada,Windward Islands Tournament,Castries,Saint Lucia,FALSE,1
Kazakhstan,Denmark,FIFA World Cup qualification,Almaty,Kazakhstan,FALSE,1
Bulgaria,Iceland,FIFA World Cup qualification,Sofia,Bulgaria,FALSE,2
Egypt,Bulgaria,Friendly,Cairo,Egypt,FALSE,2
Austria,Wales,Friendly,Vienna,Austria,FALSE,0
Belgium,Croatia,Friendly,Brussels,Belgium,FALSE,2
Malaysia,New Zealand,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE,2
South Africa,Mauritius,African Cup of Nations qualification,Durban,South Africa,FALSE,2
Senegal,DR Congo,African Cup of Nations qualification,Dakar,Senegal,FALSE,2
Kenya,Madagascar,Friendly,Saint-Paul,Réunion,TRUE,2
Chile,Colombia,FIFA World Cup qualification,Santiago,Chile,FALSE,2
Latvia,Uzbekistan,Friendly,Riga,Latvia,FALSE,1
Greece,Finland,FIFA World Cup qualification,Athens,Greece,FALSE,2
Tunisia,Yugoslavia,Friendly,Tunis,Tunisia,FALSE,2
Germany,Hungary,Friendly,Frankfurt am Main,Germany,FALSE,0
Czechoslovakia,Yugoslavia,Friendly,Prague,Czechoslovakia,FALSE,2
Puerto Rico,Guyana,CONCACAF Nations League,Añasco,Puerto Rico,FALSE,1
Brazil,Uruguay,Copa América,Buenos Aires,Argentina,TRUE,2
Peru,Czechoslovakia,Friendly,Lima,Peru,FALSE,1
Namibia,Burundi,African Cup of Nations qualification,Johannesburg,South Africa,TRUE,0
Argentina,Uruguay,Friendly,Buenos Aires,Argentina,FALSE,0
Sierra Leone,Gabon,FIFA World Cup qualification,Freetown,Sierra Leone,FALSE,2
United Arab Emirates,Thailand,FIFA World Cup qualification,Al Ain,United Arab Emirates,FALSE,2
Cambodia,Malaysia,Korea Cup,Seoul,South Korea,TRUE,1
Sri Lanka,Pakistan,SAFF Cup,Dhaka,Bangladesh,TRUE,2
Panama,Guatemala,UNCAF Cup,San Salvador,El Salvador,TRUE,2
Bolivia,Venezuela,Copa América,La Paz,Bolivia,FALSE,2
Bahrain,Iraq,Gulf Cup,Muscat,Oman,TRUE,1
Ethiopia,Madagascar,African Cup of Nations qualification,Addis Ababa,Ethiopia,FALSE,2
Sudan,Chad,Friendly,Khartoum,Sudan,FALSE,0
Vietnam,Laos,AFF Championship,Singapore,Singapore,TRUE,2
Paraguay,Bolivia,Copa Paz del Chaco,Asunción,Paraguay,FALSE,2
Tunisia,South Africa,African Cup of Nations,Alexandria,Egypt,TRUE,2
Benin,Algeria,FIFA World Cup qualification,Porto-Novo,Benin,FALSE,1
Germany,Russia,Friendly,Munich,Germany,FALSE,2
France,Italy,FIFA World Cup,Mar del Plata,Argentina,TRUE,1
Ghana,Tunisia,African Cup of Nations,Franceville,Gabon,TRUE,2
United Arab Emirates,Iraq,Gulf Cup,Riffa,Bahrain,TRUE,0
Peru,Paraguay,Friendly,Lima,Peru,FALSE,2
China PR,Uzbekistan,Friendly,Macau,Macau,TRUE,2
Saudi Arabia,Morocco,Friendly,Taif,Saudi Arabia,FALSE,2
Saudi Arabia,United Arab Emirates,Gulf Cup,Doha,Qatar,TRUE,1
United States,Cuba,Gold Cup,Foxborough,United States,FALSE,2
Algeria,Slovenia,FIFA World Cup,Polokwane,South Africa,TRUE,1
North Macedonia,Romania,FIFA World Cup qualification,Skopje,North Macedonia,FALSE,1
Iraq,Oman,Gulf Cup,Doha,Qatar,TRUE,2
England,Uruguay,FIFA World Cup,London,England,FALSE,0
Guyana,Trinidad and Tobago,Friendly,Bridgetown,Barbados,TRUE,2
Kenya,Uganda,Friendly,Dar es Salaam,Tanzania,TRUE,0
Belgium,Bosnia and Herzegovina,FIFA World Cup qualification,Brussels,Belgium,FALSE,2
Finland,Austria,FIFA World Cup qualification,Helsinki,Finland,FALSE,1
Republic of Ireland,Russia,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE,2
Guinea,North Vietnam,Friendly,Pyongyang,North Korea,TRUE,1
Qatar,Sudan,Friendly,Doha,Qatar,FALSE,0
Nigeria,Ghana,Friendly,Lagos,Nigeria,FALSE,0
Malaysia,Myanmar,AFF Championship,Singapore,Singapore,TRUE,2
France,Portugal,UEFA Euro,Brussels,Belgium,TRUE,2
Australia,Ecuador,Friendly,Sydney,Australia,FALSE,2
Jordan,Norway,Friendly,Amman,Jordan,FALSE,0
Botswana,Burkina Faso,African Cup of Nations qualification,Francistown,Botswana,FALSE,0
Kuwait,Saudi Arabia,Gulf Cup,Doha,Qatar,TRUE,2
Japan,Ivory Coast,Friendly,Sion,Switzerland,TRUE,1
German DR,Bulgaria,Friendly,Erfurt,German DR,FALSE,0
Russia,Romania,Friendly,Groznyy,Russia,FALSE,2
Cameroon,Sierra Leone,African Cup of Nations qualification,Yaoundé,Cameroon,FALSE,2
Thailand,Netherlands,Friendly,Bangkok,Thailand,FALSE,1
United States,Mexico,Friendly,Washington,United States,FALSE,0
Guam,Syria,FIFA World Cup qualification,Sharjah,United Arab Emirates,TRUE,1
Peru,Japan,Copa América,Asunción,Paraguay,TRUE,2
Greece,Northern Ireland,FIFA World Cup qualification,Athens,Greece,FALSE,2
Bulgaria,Yugoslavia,Friendly,Sofia,Bulgaria,FALSE,2
Bangladesh,Iran,AFC Asian Cup,Kuwait City,Kuwait,TRUE,1
Malawi,Mozambique,Friendly,Lilongwe,Malawi,FALSE,2
Algeria,Zimbabwe,African Cup of Nations qualification,Algiers,Algeria,FALSE,2
Occitania,Monaco,Friendly,Saint-Dalmas-De-Tende,France,FALSE,2
Zambia,Tanzania,Friendly,Zomba,Nyasaland,TRUE,2
Guinea,Mozambique,African Cup of Nations qualification,Conakry,Guinea,FALSE,0
Brazil,Ecuador,FIFA World Cup qualification,São Paulo,Brazil,FALSE,2
Azerbaijan,Portugal,UEFA Euro qualification,Baku,Azerbaijan,FALSE,1
Guadeloupe,Martinique,Friendly,Vieux-Habitants,Guadeloupe,FALSE,0
Guatemala,Belize,Friendly,San José,Guatemala,FALSE,2
Kuwait,Syria,Friendly,Kuwait City,Kuwait,FALSE,2
Cameroon,Equatorial Guinea,UDEAC Cup,N'Djamena,Chad,TRUE,2
Iceland,Switzerland,UEFA Euro qualification,Reykjavík,Iceland,FALSE,1
Indonesia,Vietnam,AFF Championship,Singapore,Singapore,TRUE,1
Singapore,Myanmar,Southeast Asian Games,Kuala Lumpur,Malaysia,TRUE,2
Lithuania,Latvia,Baltic Cup,Kaunas,Lithuania,FALSE,0
Romania,Czechoslovakia,Friendly,Bucharest,Romania,FALSE,0
Brazil,Scotland,Friendly,London,England,TRUE,2
Ivory Coast,Gambia,FIFA World Cup qualification,Abidjan,Ivory Coast,FALSE,2
China PR,Qatar,AFC Asian Cup,Onomichi,Japan,TRUE,2
Tahiti,New Caledonia,Pacific Games,Apia,Samoa,TRUE,1
United Arab Emirates,Egypt,Friendly,Abu Dhabi,United Arab Emirates,FALSE,1
Colombia,Ecuador,Copa América,Bogotá,Colombia,FALSE,2
Panama,Nicaragua,CCCF Championship,Panama City,Panama,FALSE,2
Colombia,Poland,Friendly,Cali,Colombia,FALSE,2
Senegal,South Africa,African Cup of Nations,Kumasi,Ghana,TRUE,0
Iraq,Kuwait,Friendly,al-Hamriyah,United Arab Emirates,TRUE,0
Iran,Hungary,Friendly,Tehran,Iran,FALSE,1
Tanzania,Zimbabwe,CECAFA Cup,Nairobi,Kenya,TRUE,1
Bolivia,Costa Rica,Friendly,Santa Cruz,Bolivia,FALSE,0
Somalia,Zanzibar,CECAFA Cup,Nairobi,Kenya,TRUE,0
Venezuela,Chile,Copa América,Córdoba,Argentina,TRUE,1
Ecuador,Italy,Friendly,East Rutherford,United States,TRUE,0
San Marino,Azerbaijan,FIFA World Cup qualification,Serravalle,San Marino,FALSE,1
Lebanon,Iran,AFC Asian Cup qualification,Beirut,Lebanon,FALSE,1
Trinidad and Tobago,Haiti,CONCACAF Championship qualification,San Fernando,Trinidad and Tobago,FALSE,2
Ethiopia,Malawi,Friendly,Addis Ababa,Ethiopia,FALSE,0
Mexico,United States,FIFA World Cup qualification,Mexico City,Mexico,FALSE,2
United Arab Emirates,Bangladesh,FIFA World Cup qualification,Yokohama,Japan,TRUE,2
Algeria,Bulgaria,Friendly,Algiers,Algeria,FALSE,2
China PR,Sweden,King's Cup,Bangkok,Thailand,TRUE,0
Burkina Faso,Togo,African Cup of Nations qualification,Marrakech,Morocco,TRUE,2
Zambia,Ivory Coast,African Cup of Nations qualification,Ndola,Zambia,FALSE,2
Hungary,Austria,Central European International Cup,Budapest,Hungary,FALSE,2
Peru,Uruguay,Copa América,Buenos Aires,Argentina,TRUE,2
Uganda,Tanzania,Nile Basin Tournament,Cairo,Egypt,TRUE,0
Tunisia,Qatar,Friendly,Tunis,Tunisia,FALSE,2
Syria,Libya,Friendly,Damascus,Syria,FALSE,0
Indonesia,South Korea,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,1
Andorra,Albania,FIFA World Cup qualification,Andorra la Vella,Andorra,FALSE,1
Singapore,Western Australia,King's Cup,Bangkok,Thailand,TRUE,1
Padania,County of Nice,CONIFA World Football Cup,Östersund,Sweden,TRUE,1
Bolivia,Paraguay,Friendly,Guatemala,Guatemala,TRUE,1
Singapore,Indonesia,Friendly,Kallang,Singapore,FALSE,2
Guadeloupe,Antigua and Barbuda,CFU Caribbean Cup qualification,Pointe-à-Pitre,Guadeloupe,FALSE,2
Ghana,Nigeria,Friendly,Accra,Ghana,FALSE,2
Russia,Norway,FIFA World Cup qualification,Moscow,Soviet Union,TRUE,2
Northern Ireland,Lithuania,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE,0
Romania,Greece,Friendly,Bucharest,Romania,FALSE,2
Malta,Jordan,Friendly,Attard,Malta,FALSE,2
Singapore,Indonesia,Friendly,Singapore,Singapore,FALSE,2
France,Switzerland,Friendly,Colombes,France,FALSE,2
Portugal,Denmark,FIFA World Cup qualification,Lisbon,Portugal,FALSE,2
Saare County,Western Isles,Island Games,Cowes,England,TRUE,2
Chile,Peru,Friendly,Santiago,Chile,FALSE,2
Kuwait,Tunisia,Friendly,Kuwait City,Kuwait,FALSE,2
Bulgaria,Sweden,Friendly,Burgas,Bulgaria,FALSE,1
Mexico,Uruguay,Friendly,Mexico City,Mexico,FALSE,0
Sweden,Norway,Friendly,Solna,Sweden,FALSE,2
Senegal,Tunisia,African Cup of Nations qualification,Dakar,Senegal,FALSE,2
United Arab Emirates,Iraq,AFC Asian Cup,Abu Dhabi,United Arab Emirates,FALSE,2
Gambia,Cape Verde,Amílcar Cabral Cup,Banjul,Gambia,FALSE,1
Haiti,Chile,Friendly,Port-au-Prince,Haiti,FALSE,0
Philippines,North Korea,FIFA World Cup qualification,Manila,Philippines,FALSE,2
South Sudan,Gambia,Friendly,El Jadida,Morocco,TRUE,1
Barbados,Finland,Friendly,Bridgetown,Barbados,FALSE,0
Iran,Syria,AFC Asian Cup qualification,Solo,Indonesia,TRUE,2
Sweden,Malta,FIFA World Cup qualification,Gothenburg,Sweden,FALSE,2
Israel,Lebanon,Friendly,Tel Aviv,Palestine,FALSE,2
South Africa,Mozambique,Friendly,Durban,South Africa,FALSE,2
Slovenia,Romania,Friendly,Ljubljana,Slovenia,FALSE,0
Ecuador,Colombia,FIFA World Cup qualification,Quito,Ecuador,FALSE,2
Switzerland,Israel,FIFA World Cup qualification,Basel,Switzerland,FALSE,0
Panama,Nicaragua,UNCAF Cup,Panama City,Panama,FALSE,2
Gabon,Guinea-Bissau,Friendly,Antalya,Turkey,TRUE,2
Nigeria,Egypt,African Cup of Nations,Tunis,Tunisia,TRUE,0
England,Argentina,FIFA World Cup,London,England,FALSE,2
Congo,Sierra Leone,African Cup of Nations qualification,Brazzaville,Congo,FALSE,1
Denmark,Spain,UEFA Euro qualification,Copenhagen,Denmark,FALSE,1
United States,Panama,FIFA World Cup qualification,Orlando,United States,FALSE,2
Bahrain,Trinidad and Tobago,FIFA World Cup qualification,Riffa,Bahrain,FALSE,1
Austria,Brazil,Friendly,Vienna,Austria,FALSE,1
Oman,Syria,Friendly,Dubai,United Arab Emirates,TRUE,2
Spain,Bosnia and Herzegovina,FIFA World Cup qualification,Oviedo,Spain,FALSE,2
Switzerland,England,Friendly,Basel,Switzerland,FALSE,1
France,Uruguay,Friendly,Saint-Denis,France,FALSE,0
Burundi,Rwanda,African Cup of Nations qualification,Bujumbura,Burundi,FALSE,2
Israel,Thailand,FIFA World Cup qualification,Seoul,South Korea,TRUE,2
Germany,Switzerland,Friendly,Munich,Germany,FALSE,1
Northern Ireland,Germany,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE,1
Zambia,Sudan,FIFA World Cup qualification,Ndola,Zambia,FALSE,0
Bahamas,Trinidad and Tobago,FIFA World Cup qualification,Nassau,Bahamas,FALSE,0
Congo,Ivory Coast,African Cup of Nations qualification,Brazzaville,Congo,FALSE,2
Kenya,Tanzania,CECAFA Cup,Kampala,Uganda,TRUE,1
Thailand,Qatar,King's Cup,Bangkok,Thailand,FALSE,2
Algeria,Burkina Faso,Friendly,Algiers,Algeria,FALSE,0
Saudi Arabia,Oman,AFC Asian Cup qualification,Jeddah,Saudi Arabia,FALSE,2
Sweden,Israel,Friendly,Solna,Sweden,FALSE,2
Kazakhstan,Albania,FIFA World Cup qualification,Almaty,Kazakhstan,FALSE,1
Bolivia,Paraguay,Copa América,Lima,Peru,TRUE,1
Gabon,Madagascar,African Cup of Nations qualification,Libreville,Gabon,FALSE,2
Jamaica,Guyana,Friendly,Montego Bay,Jamaica,FALSE,2
Kernow,Jersey,Friendly,Cornwall,England,FALSE,2
Greece,Netherlands,UEFA Euro qualification,Rhodes,Greece,FALSE,1
Kuwait,Egypt,Friendly,Kuwait City,Kuwait,FALSE,1
Vietnam Republic,Thailand,Friendly,Saigon,Vietnam Republic,FALSE,2
Liechtenstein,Russia,FIFA World Cup qualification,Vaduz,Liechtenstein,FALSE,1
Switzerland,Wales,Friendly,Lugano,Switzerland,FALSE,2
Portugal,England,UEFA Euro qualification,Lisbon,Portugal,FALSE,0
Puerto Rico,Antigua and Barbuda,CONCACAF Nations League,Nassau,Bahamas,TRUE,2
Canada,Colombia,Gold Cup,Los Angeles,United States,TRUE,2
Czech Republic,Turkey,Friendly,Ostrava,Czech Republic,FALSE,2
Greece,Estonia,Friendly,Tríkala,Greece,FALSE,0
Croatia,France,UEFA Nations League,Split,Croatia,FALSE,0
Netherlands,German DR,UEFA Euro qualification,Rotterdam,Netherlands,FALSE,2
England,Northern Ireland,British Home Championship,Liverpool,England,FALSE,2
South Korea,Iran,FIFA World Cup qualification,Busan,South Korea,FALSE,0
Senegal,Mali,Amílcar Cabral Cup,Dakar,Senegal,FALSE,2
Lebanon,Egypt,Friendly,Tripoli,Lebanon,FALSE,1
Northern Ireland,Finland,UEFA Euro qualification,Belfast,Northern Ireland,FALSE,1
Tanzania,Uganda,Friendly,Benghazi,Libya,TRUE,2
Greece,Yugoslavia,Balkan Cup,Sofia,Bulgaria,TRUE,1
Indonesia,Senegal,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,0
Hungary,Sweden,UEFA Euro qualification,Budapest,Hungary,FALSE,2
Costa Rica,United States,FIFA World Cup qualification,San José,Costa Rica,FALSE,2
Saudi Arabia,Paraguay,Friendly,Riyadh,Saudi Arabia,FALSE,0
Nigeria,Cameroon,Friendly,Lagos,Nigeria,FALSE,2
Austria,Romania,Friendly,Vienna,Austria,FALSE,2
Chile,Ecuador,FIFA World Cup qualification,Santiago,Chile,FALSE,2
United Arab Emirates,Iraq,Friendly,Al Ain,United Arab Emirates,FALSE,1
Paraguay,Bolivia,Copa Paz del Chaco,Luque,Paraguay,FALSE,0
Mozambique,Eswatini,Friendly,Maputo,Mozambique,FALSE,2
Argentina,Uruguay,Copa Lipton,Buenos Aires,Argentina,FALSE,2
Iraq,South Korea,Friendly,Abu Dhabi,United Arab Emirates,TRUE,1
England,Denmark,Friendly,London,England,FALSE,2
Congo,DR Congo,Friendly,Brazzaville,Congo,FALSE,0
Norway,Estonia,Friendly,Oslo,Norway,FALSE,1
Morocco,Zambia,African Cup of Nations,Alexandria,Egypt,TRUE,2
Zambia,Senegal,FIFA World Cup qualification,Chililabombwe,Zambia,FALSE,1
Bahrain,India,Friendly,Riffa,Bahrain,FALSE,2
Armenia,Ukraine,UEFA Nations League,Yerevan,Armenia,FALSE,1
Australia,Netherlands,FIFA World Cup,Curitiba,Brazil,TRUE,1
Malta,Poland,Friendly,Attard,Malta,FALSE,1
Cyprus,Iran,Friendly,Nicosia,Cyprus,FALSE,0
Benin,Burkina Faso,FIFA World Cup qualification,Cotonou,Benin,FALSE,2
Sweden,Norway,Nordic Championship,Solna,Sweden,FALSE,0
England,Japan,Friendly,London,England,FALSE,2
Luxembourg,Wales,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE,1
Poland,Austria,FIFA World Cup qualification,Chorzów,Poland,FALSE,2
Colombia,Argentina,FIFA World Cup qualification,Barranquilla,Colombia,FALSE,0
Malawi,Kenya,Friendly,Blantyre,Malawi,FALSE,1
Padania,Felvidék,CONIFA European Football Cup,Debrecen,Hungary,TRUE,2
Russia,Uruguay,Friendly,Moscow,Russia,FALSE,0
Cape Verde,Guinea-Bissau,Amílcar Cabral Cup,Dakar,Senegal,TRUE,2
Botswana,Burundi,African Cup of Nations qualification,Gaborone,Botswana,FALSE,2
Namibia,Seychelles,COSAFA Cup,Windhoek,Namibia,FALSE,0
New Zealand,Norway,Friendly,Brisbane,Australia,TRUE,1
Belarus,Russia,Friendly,Minsk,Soviet Union,FALSE,1
Finland,Sweden,Friendly,Lahti,Finland,FALSE,0
England,Spain,UEFA Nations League,London,England,FALSE,1
Portugal,Yugoslavia,Friendly,Lisbon,Portugal,FALSE,2
Austria,Scotland,Friendly,Graz,Austria,FALSE,0
Turkey,Yugoslavia,UEFA Euro qualification,İzmir,Turkey,FALSE,1
Seychelles,Kenya,Friendly,Mahé,Seychelles,FALSE,1
Jordan,Kyrgyzstan,FIFA World Cup qualification,Amman,Jordan,FALSE,2
Wales,Yugoslavia,UEFA Euro qualification,Cardiff,Wales,FALSE,0
Russia,San Marino,UEFA Euro qualification,Moscow,Russia,FALSE,2
Norway,Mexico,Friendly,Bergen,Norway,FALSE,0
United Arab Emirates,Bangladesh,AFC Asian Cup qualification,Abu Dhabi,United Arab Emirates,FALSE,2
Luxembourg,Portugal,FIFA World Cup qualification,Luxembourg City,Luxembourg,FALSE,1
Germany,Switzerland,Friendly,Düsseldorf,Germany,FALSE,2
Uruguay,South Korea,FIFA World Cup,Al Rayyan,Qatar,TRUE,0
Japan,Wales,Kirin Cup,Matsuyama,Japan,FALSE,1
Vietnam,Iran,AFC Asian Cup,Abu Dhabi,United Arab Emirates,TRUE,1
Jersey,Guernsey,Muratti Vase,Jersey,Jersey,FALSE,0
Lithuania,Israel,Friendly,Kaunas,Lithuania,FALSE,1
Saudi Arabia,Belarus,Friendly,Dammam,Saudi Arabia,FALSE,0
Brazil,Germany,USA Cup,Washington,United States,TRUE,0
England,Romania,FIFA World Cup qualification,London,England,FALSE,0
Nigeria,Benin,African Cup of Nations,Sfax,Tunisia,TRUE,2
Cuba,Panama,Friendly,Havana,Cuba,FALSE,0
Iraq,South Korea,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,0
Spain,Turkey,UEFA Euro,Nice,France,TRUE,2
Trinidad and Tobago,Barbados,CFU Caribbean Cup qualification,Port of Spain,Trinidad and Tobago,FALSE,0
Algeria,Angola,Friendly,Mascara,Algeria,FALSE,0
Tunisia,Seychelles,FIFA World Cup qualification,Radès,Tunisia,FALSE,2
Cameroon,Tunisia,Friendly,Cairo,Egypt,TRUE,2
Bolivia,Uruguay,Copa América,Guayaquil,Ecuador,TRUE,1
Curaçao,Trinidad and Tobago,CONCACAF Championship,Port-au-Prince,Haiti,TRUE,1
Saudi Arabia,Mali,Friendly,Riyadh,Saudi Arabia,FALSE,0
New Zealand,Australia,Friendly,Dunedin,New Zealand,FALSE,1
Philippines,Indonesia,Friendly,Manila,Philippines,FALSE,1
Nepal,South Korea,FIFA World Cup qualification,Singapore,Singapore,TRUE,1
Latvia,Kazakhstan,UEFA Euro qualification,Riga,Latvia,FALSE,1
Saint Martin,Saint Kitts and Nevis,CONCACAF Nations League,The Valley,Anguilla,TRUE,1
Kyrgyzstan,Bahrain,FIFA World Cup qualification,Bishkek,Kyrgyzstan,FALSE,1
Iceland,Croatia,FIFA World Cup,Rostov-on-Don,Russia,TRUE,1
Palestine,Bhutan,AFC Asian Cup qualification,Hebron,Palestine,FALSE,2
Uruguay,Peru,Copa América,San Juan,Argentina,TRUE,0
Senegal,Congo,African Cup of Nations qualification,Thiès,Senegal,FALSE,2
Japan,Colombia,Confederations Cup,Saint-Étienne,France,TRUE,1
Bahrain,Kyrgyzstan,FIFA World Cup qualification,Muharraq,Bahrain,FALSE,2
Taiwan,Saudi Arabia,FIFA World Cup qualification,Shah Alam,Malaysia,TRUE,1
New Caledonia,Tahiti,Friendly,Nouméa,New Caledonia,FALSE,2
Kuwait,Finland,Friendly,Kuwait City,Kuwait,FALSE,1
Peru,Chile,Copa del Pacífico,Lima,Peru,FALSE,0
Tanzania,New Zealand,Friendly,Dar es Salaam,Tanzania,FALSE,2
Czech Republic,Portugal,UEFA Euro,Birmingham,England,TRUE,2
Uganda,Ethiopia,Friendly,Kampala,Uganda,FALSE,1
North Macedonia,Bulgaria,Friendly,Skopje,North Macedonia,FALSE,1
Slovakia,Spain,FIFA World Cup qualification,Bratislava,Slovakia,FALSE,0
Argentina,Yugoslavia,Friendly,Buenos Aires,Argentina,FALSE,2
Malta,Hungary,Friendly,Attard,Malta,FALSE,1
Trinidad and Tobago,Sweden,Friendly,Port of Spain,Trinidad and Tobago,FALSE,1
Luxembourg,Liechtenstein,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE,2
Sweden,Austria,Friendly,Gothenburg,Sweden,FALSE,2
Chad,Mali,African Cup of Nations qualification,N'Djamena,Chad,FALSE,1
Colombia,Switzerland,Friendly,Miami,United States,TRUE,2
Ecuador,Argentina,FIFA World Cup qualification,Quito,Ecuador,FALSE,0
Turkey,France,UEFA Euro qualification,Konya,Turkey,FALSE,2
Libya,Tunisia,African Cup of Nations qualification,Benina,Libya,FALSE,1
Russia,Brazil,Friendly,Moscow,Soviet Union,FALSE,1
Bolivia,Chile,Copa América,Buenos Aires,Argentina,TRUE,1
Equatorial Guinea,Gabon,African Cup of Nations qualification,Bata,Equatorial Guinea,FALSE,2
Estonia,Germany,UEFA Euro qualification,Tallinn,Estonia,FALSE,1
Ecuador,Guatemala,Friendly,Ambato,Ecuador,FALSE,2
Thailand,Myanmar,Friendly,Buriram,Thailand,FALSE,0
Algeria,Guinea,Friendly,Blida,Algeria,FALSE,0
Haiti,United States,FIFA World Cup qualification,Port-au-Prince,Haiti,FALSE,1
Argentina,Paraguay,Copa América,Santiago,Chile,TRUE,2
England,Hungary,UEFA Euro qualification,London,England,FALSE,2
Morocco,Ivory Coast,Friendly,Agadir,Morocco,FALSE,1
Malaysia,Nepal,Merdeka Tournament,Kota Bharu,Malaysia,FALSE,2
Iran,Hong Kong,AFC Asian Cup,Tehran,Iran,FALSE,2
Switzerland,Portugal,Friendly,Lugano,Switzerland,FALSE,2
Brazil,Japan,Friendly,Rio de Janeiro,Brazil,FALSE,2
Saudi Arabia,Vietnam,FIFA World Cup qualification,Dammam,Saudi Arabia,FALSE,2
Costa Rica,Honduras,Friendly,San José,Costa Rica,FALSE,0
Liberia,Guinea,Friendly,Monrovia,Liberia,FALSE,2
